appid,appName,avgList_date,avgList_value,list_date,list_value,versionDate,version,date
1479814602,央视频-看奥运全赛程直播,1704470400000,27023,1704470400000,10456,,,
1479814602,央视频-看奥运全赛程直播,1704384000000,27023,1704384000000,10325,,,
1479814602,央视频-看奥运全赛程直播,1704297600000,27023,1704297600000,12816,,,
1479814602,央视频-看奥运全赛程直播,1704211200000,27023,1704211200000,12918,,,
1479814602,央视频-看奥运全赛程直播,1704124800000,27023,1704124800000,27148,,,
1479814602,央视频-看奥运全赛程直播,1704038400000,27023,1704038400000,23851,,,
1479814602,央视频-看奥运全赛程直播,1703952000000,27023,1703952000000,23179,,,
1479814602,央视频-看奥运全赛程直播,1703865600000,27023,1703865600000,13059,,,
1479814602,央视频-看奥运全赛程直播,1703779200000,27023,1703779200000,10184,,,
1479814602,央视频-看奥运全赛程直播,1703692800000,27023,1703692800000,10196,,,
1479814602,央视频-看奥运全赛程直播,1703606400000,27023,1703606400000,8991,,,
1479814602,央视频-看奥运全赛程直播,1703520000000,27023,1703520000000,8940,,,
1479814602,央视频-看奥运全赛程直播,1703433600000,27023,1703433600000,9183,,,
1479814602,央视频-看奥运全赛程直播,1703347200000,27023,1703347200000,10580,,,
1479814602,央视频-看奥运全赛程直播,1703260800000,27023,1703260800000,11249,,,
1479814602,央视频-看奥运全赛程直播,1703174400000,27023,1703174400000,13353,,,
1479814602,央视频-看奥运全赛程直播,1703088000000,27023,1703088000000,10457,,,
1479814602,央视频-看奥运全赛程直播,1703001600000,27023,1703001600000,8993,,,
1479814602,央视频-看奥运全赛程直播,1702915200000,27023,1702915200000,9076,,,
1479814602,央视频-看奥运全赛程直播,1702828800000,27023,1702828800000,10382,,,
1479814602,央视频-看奥运全赛程直播,1702742400000,27023,1702742400000,11636,,,
1479814602,央视频-看奥运全赛程直播,1702656000000,27023,1702656000000,10895,,,
1479814602,央视频-看奥运全赛程直播,1702569600000,27023,1702569600000,10419,,,
1479814602,央视频-看奥运全赛程直播,1702483200000,27023,1702483200000,10421,,,
1479814602,央视频-看奥运全赛程直播,1702396800000,27023,1702396800000,11217,,,
1479814602,央视频-看奥运全赛程直播,1702310400000,27023,1702310400000,10709,,,
1479814602,央视频-看奥运全赛程直播,1702224000000,27023,1702224000000,12755,,,
1479814602,央视频-看奥运全赛程直播,1702137600000,27023,1702137600000,14468,,,
1479814602,央视频-看奥运全赛程直播,1702051200000,27023,1702051200000,13577,,,
1479814602,央视频-看奥运全赛程直播,1701964800000,27023,1701964800000,12914,,,
1479814602,央视频-看奥运全赛程直播,1701878400000,27023,1701878400000,14214,,,
1479814602,央视频-看奥运全赛程直播,1701792000000,27023,1701792000000,15844,,,
1479814602,央视频-看奥运全赛程直播,1701705600000,27023,1701705600000,17086,,,
1479814602,央视频-看奥运全赛程直播,1701619200000,27023,1701619200000,20524,,,
1479814602,央视频-看奥运全赛程直播,1701532800000,27023,1701532800000,9709,,,
1479814602,央视频-看奥运全赛程直播,1701446400000,27023,1701446400000,12616,,,
1479814602,央视频-看奥运全赛程直播,1701360000000,27023,1701360000000,10414,,,
1479814602,央视频-看奥运全赛程直播,1701273600000,27023,1701273600000,10279,,,
1479814602,央视频-看奥运全赛程直播,1701187200000,27023,1701187200000,10842,,,
1479814602,央视频-看奥运全赛程直播,1701100800000,27023,1701100800000,11142,,,
1479814602,央视频-看奥运全赛程直播,1701014400000,27023,1701014400000,13276,,,
1479814602,央视频-看奥运全赛程直播,1700928000000,27023,1700928000000,16833,,,
1479814602,央视频-看奥运全赛程直播,1700841600000,27023,1700841600000,15809,,,
1479814602,央视频-看奥运全赛程直播,1700755200000,27023,1700755200000,18629,,,
1479814602,央视频-看奥运全赛程直播,1700668800000,27023,1700668800000,27485,,,
1479814602,央视频-看奥运全赛程直播,1700582400000,27023,1700582400000,12703,,,
1479814602,央视频-看奥运全赛程直播,1700496000000,27023,1700496000000,34946,,,
1479814602,央视频-看奥运全赛程直播,1700409600000,27023,1700409600000,10540,,,
